"","subject_id","cb","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","trial_id","trialtype","structure","ans","node","node2","node3","pgroup","include"
"341","a1ngmbbtsb",0,"50%","10%","50%","80%","job",1,0,0,1,"The files underlying Feature A were corrupted","2_d4","d4","disjunctive",4,"Au","Au=0","Au=0","2",TRUE
"342","a1ngmbbtsb",0,"10%","70%","80%","50%","group",0,1,1,1,"The second student had had a good morning","3_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"343","a1ngmbbtsb",0,"50%","10%","50%","80%","group",0,1,0,1,"The second student had not had a good morning","2_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"344","a3tgvxbykq",0,"10%","50%","80%","50%","group",1,1,1,0,"The second student attended","1_c5","c5","conjunctive",5,"B","B","B=1","1",TRUE
"345","a3tgvxbykq",0,"10%","50%","80%","50%","cook",0,0,0,1,"The dessert was not on the menu","1_d1","d1","disjunctive",6,"B","B","B=0","1",TRUE
"346","a3tgvxbykq",0,"50%","10%","50%","80%","group",0,1,0,0,"The first student did not attend","2_c2","c2","conjunctive",2,"A","A","A=0","2",TRUE
"347","a3tgvxbykq",0,"10%","50%","80%","50%","group",1,1,1,1,"The first student attended","1_d7","d7","disjunctive",1,"A","A","A=1","1",TRUE
"348","a3tgvxbykq",0,"10%","50%","80%","50%","job",0,0,0,0,"The presented did not present Feature B","1_c1","c1","conjunctive",6,"B","B","B=0","1",TRUE
"349","a3tgvxbykq",0,"10%","70%","80%","50%","job",1,0,1,1,"The presenter presented Feature A","3_d5","d5","disjunctive",1,"A","A","A=1","3",TRUE
"350","a5x9mxdtac",0,"50%","10%","50%","80%","group",0,0,0,0,"The second student did not attend","2_c1","c1","conjunctive",6,"B","B","B=0","2",TRUE
"351","a5x9mxdtac",0,"10%","50%","80%","50%","group",0,1,0,0,"The first student did not attend","1_c2","c2","conjunctive",2,"A","A","A=0","1",TRUE
"352","a5x9mxdtac",0,"50%","10%","50%","80%","job",0,1,0,1,"The files underlying Feature B were corrupted","2_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"353","a5x9mxdtac",0,"10%","70%","80%","50%","cook",1,1,0,0,"The person did not want to eat the dessert","3_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"354","a5x9mxdtac",0,"50%","10%","50%","80%","cook",0,1,1,1,"The person wanted to eat the dessert","2_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"355","ad3my4663r",0,"10%","50%","80%","50%","cook",1,1,1,0,"The main dish was on the menu","1_c5","c5","conjunctive",1,"A","A","A=1","1",TRUE
"356","ad3my4663r",0,"10%","50%","80%","50%","job",0,1,1,1,"The files underlying Feature B were fine","1_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"357","ad3my4663r",0,"10%","50%","80%","50%","group",1,1,0,1,"The second student had not had a good morning","1_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"358","ad3my4663r",0,"10%","50%","80%","50%","cook",1,0,0,0,"The person wanted to eat the dessert","1_c3","c3","conjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"359","ad3my4663r",0,"10%","50%","80%","50%","group",1,0,0,1,"The second student did not attend","1_d4","d4","disjunctive",6,"B","B","B=0","1",TRUE
"360","ad3my4663r",0,"10%","70%","80%","50%","cook",1,1,1,1,"The main dish was on the menu","3_d7","d7","disjunctive",1,"A","A","A=1","3",TRUE
"361","ad3my4663r",0,"10%","70%","80%","50%","cook",1,1,0,0,"The person did not want to eat the main dish","3_c4","c4","conjunctive",4,"Au","Au=0","Au=0","3",TRUE
"362","ad3my4663r",0,"50%","10%","50%","80%","group",1,0,1,1,"The first student had had a good morning","2_d5","d5","disjunctive",3,"Au","Au=1","Au=1","2",TRUE
"363","as3xfe6bw5",0,"50%","10%","50%","80%","job",0,1,0,1,"The files underlying Feature B were corrupted","2_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"364","as3xfe6bw5",0,"10%","50%","80%","50%","job",1,0,1,1,"The presenter presented Feature A","1_d5","d5","disjunctive",1,"A","A","A=1","1",TRUE
"365","as3xfe6bw5",0,"10%","50%","80%","50%","cook",0,0,0,1,"The main dish was not on the menu","1_d1","d1","disjunctive",2,"A","A","A=0","1",TRUE
"366","as3xfe6bw5",0,"50%","10%","50%","80%","group",1,1,0,0,"The first student had not had a good morning","2_c4","c4","conjunctive",4,"Au","Au=0","Au=0","2",TRUE
"367","as3xfe6bw5",0,"50%","10%","50%","80%","cook",1,1,0,1,"The person did not want to eat the dessert","2_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"368","as3xfe6bw5",0,"50%","10%","50%","80%","group",0,0,0,0,"The second student did not attend","2_c1","c1","conjunctive",6,"B","B","B=0","2",TRUE
"369","as3xfe6bw5",0,"50%","10%","50%","80%","job",1,0,0,1,"The files underlying Feature A were corrupted","2_d4","d4","disjunctive",4,"Au","Au=0","Au=0","2",TRUE
"370","as3xfe6bw5",0,"50%","10%","50%","80%","cook",1,0,0,0,"The dessert was not on the menu","2_c3","c3","conjunctive",6,"B","B","B=0","2",TRUE
"371","as3xfe6bw5",0,"10%","70%","80%","50%","group",0,1,1,1,"The second student attended","3_d3","d3","disjunctive",5,"B","B","B=1","3",TRUE
"372","as3xfe6bw5",0,"50%","10%","50%","80%","group",1,1,1,0,"The first student had had a good morning","2_c5","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE
"373","asuge0oy90",0,"10%","50%","80%","50%","group",0,1,0,1,"The second student had not had a good morning","1_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"374","asuge0oy90",0,"50%","10%","50%","80%","job",1,0,0,1,"The files underlying Feature A were corrupted","2_d4","d4","disjunctive",4,"Au","Au=0","Au=0","2",TRUE
"375","asuge0oy90",0,"10%","50%","80%","50%","job",1,1,1,1,"The files underlying Feature A were fine","1_d7","d7","disjunctive",3,"Au","Au=1","Au=1","1",TRUE
"376","asuge0oy90",0,"10%","70%","80%","50%","cook",0,1,1,1,"The person wanted to eat the dessert","3_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"377","asuge0oy90",0,"50%","10%","50%","80%","job",0,0,0,1,"The files underlying Feature A were corrupted","2_d1","d1","disjunctive",4,"Au","Au=0","Au=0","2",TRUE
"378","asuge0oy90",0,"50%","10%","50%","80%","job",0,1,0,0,"The presenter did not present Feature A","2_c2","c2","conjunctive",2,"A","A","A=0","2",TRUE
"379","aw00gu5kye",0,"10%","50%","80%","50%","job",0,1,0,1,"The files underlying Feature B were corrupted","1_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"380","az9yrulqso",0,"50%","10%","50%","80%","cook",1,1,1,0,"The main dish was on the menu","2_c5","c5","conjunctive",1,"A","A","A=1","2",TRUE
"381","az9yrulqso",0,"50%","10%","50%","80%","group",0,0,0,1,"The first student did not attend","2_d1","d1","disjunctive",2,"A","A","A=0","2",TRUE
"382","az9yrulqso",0,"50%","10%","50%","80%","group",1,0,1,1,"The second student did not attend","2_d5","d5","disjunctive",6,"B","B","B=0","2",TRUE
"383","az9yrulqso",0,"10%","70%","80%","50%","cook",1,1,1,1,"The main dish was on the menu","3_d7","d7","disjunctive",1,"A","A","A=1","3",TRUE
"384","az9yrulqso",0,"10%","70%","80%","50%","job",0,0,0,0,"The presented did not present Feature B","3_c1","c1","conjunctive",6,"B","B","B=0","3",TRUE
"385","b2p6hlztgb",0,"10%","70%","80%","50%","job",1,1,0,1,"The files underlying Feature B were corrupted","3_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"386","b2p6hlztgb",0,"10%","70%","80%","50%","group",0,1,1,1,"The first student had not had a good morning","3_d3","d3","disjunctive",4,"Au","Au=0","Au=0","3",TRUE
"387","b2p6hlztgb",0,"10%","70%","80%","50%","group",0,0,0,0,"The second student attended","3_c1","c1","conjunctive",5,"B","B","B=1","3",FALSE
"388","brzdqug2fb",0,"10%","50%","80%","50%","group",1,1,0,1,"The second student had not had a good morning","1_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"389","brzdqug2fb",0,"50%","10%","50%","80%","cook",0,1,0,0,"The person wanted to eat the main dish","2_c2","c2","conjunctive",3,"Au","Au=1","Au=1","2",TRUE
"390","brzdqug2fb",0,"10%","50%","80%","50%","cook",1,1,1,0,"The main dish was on the menu","1_c5","c5","conjunctive",1,"A","A","A=1","1",TRUE
"391","brzdqug2fb",0,"50%","10%","50%","80%","job",0,0,0,1,"The files underlying Feature A were corrupted","2_d1","d1","disjunctive",4,"Au","Au=0","Au=0","2",TRUE
"392","brzdqug2fb",0,"10%","70%","80%","50%","group",1,1,0,0,"The second student had not had a good morning","3_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"393","brzdqug2fb",0,"10%","70%","80%","50%","cook",1,0,0,1,"The person did not want to eat the main dish","3_d4","d4","disjunctive",4,"Au","Au=0","Au=0","3",TRUE
"394","brzdqug2fb",0,"10%","70%","80%","50%","cook",1,0,1,1,"The person wanted to eat the main dish","3_d5","d5","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"395","brzdqug2fb",0,"50%","10%","50%","80%","group",1,1,1,1,"The second student had had a good morning","2_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"396","bwq0xx9ddb",0,"50%","10%","50%","80%","cook",1,0,0,1,"The person wanted to eat the dessert","2_d4","d4","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"397","bwq0xx9ddb",0,"50%","10%","50%","80%","job",1,0,1,1,"The files underlying Feature B were fine","2_d5","d5","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"398","bwq0xx9ddb",0,"10%","70%","80%","50%","job",1,1,1,0,"The presenter presented Feature A","3_c5","c5","conjunctive",1,"A","A","A=1","3",TRUE
"399","bz3m0bjo1r",0,"10%","70%","80%","50%","job",1,1,1,1,"The files underlying Feature A were fine","3_d7","d7","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"400","bz3m0bjo1r",0,"50%","10%","50%","80%","job",1,0,0,0,"The presented did not present Feature B","2_c3","c3","conjunctive",6,"B","B","B=0","2",TRUE
"401","bz3m0bjo1r",0,"10%","50%","80%","50%","job",0,1,0,1,"The files underlying Feature B were corrupted","1_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"402","bz3m0bjo1r",0,"10%","50%","80%","50%","job",0,1,1,1,"The files underlying Feature B were fine","1_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"403","bz3m0bjo1r",0,"50%","10%","50%","80%","cook",0,1,0,0,"The main dish was not on the menu","2_c2","c2","conjunctive",2,"A","A","A=0","2",TRUE
"404","bz3m0bjo1r",0,"50%","10%","50%","80%","cook",0,0,0,1,"The person wanted to eat the dessert","2_d1","d1","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"405","bz5jx4ym2r",0,"10%","50%","80%","50%","cook",0,1,1,1,"The person wanted to eat the dessert","1_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"406","bz5jx4ym2r",0,"10%","70%","80%","50%","job",1,1,0,0,"The presented presented Feature B","3_c4","c4","conjunctive",5,"B","B","B=1","3",TRUE
"407","bz5jx4ym2r",0,"10%","50%","80%","50%","job",1,0,1,1,"The presented did not present Feature B","1_d5","d5","disjunctive",6,"B","B","B=0","1",TRUE
"408","bz5jx4ym2r",0,"10%","70%","80%","50%","job",1,1,1,0,"The files underlying Feature B were fine","3_c5","c5","conjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"409","bz5jx4ym2r",0,"10%","70%","80%","50%","cook",1,0,0,0,"The dessert was on the menu","3_c3","c3","conjunctive",5,"B","B","B=1","3",FALSE
"410","cc1b2r81u9",0,"10%","50%","80%","50%","cook",1,0,0,1,"The person wanted to eat the dessert","1_d4","d4","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"411","cc1b2r81u9",0,"50%","10%","50%","80%","cook",1,1,1,0,"The dessert was on the menu","2_c5","c5","conjunctive",5,"B","B","B=1","2",TRUE
"412","cc1b2r81u9",0,"10%","70%","80%","50%","group",1,1,0,1,"The second student had not had a good morning","3_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"413","cc1b2r81u9",0,"50%","10%","50%","80%","group",1,1,0,0,"The first student had not had a good morning","2_c4","c4","conjunctive",4,"Au","Au=0","Au=0","2",TRUE
"414","cc1b2r81u9",0,"10%","70%","80%","50%","group",0,0,0,1,"The second student had not had a good morning","3_d1","d1","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"415","cc1b2r81u9",0,"50%","10%","50%","80%","group",1,0,1,1,"The first student attended","2_d5","d5","disjunctive",1,"A","A","A=1","2",TRUE
"416","cc1b2r81u9",0,"10%","70%","80%","50%","group",0,1,1,1,"The second student attended","3_d3","d3","disjunctive",5,"B","B","B=1","3",TRUE
"417","cc1b2r81u9",0,"50%","10%","50%","80%","job",1,1,1,1,"The files underlying Feature A were fine","2_d7","d7","disjunctive",3,"Au","Au=1","Au=1","2",TRUE
"418","cc1b2r81u9",0,"50%","10%","50%","80%","cook",0,1,0,1,"The main dish was not on the menu","2_d2","d2","disjunctive",2,"A","A","A=0","2",TRUE
"419","cc1b2r81u9",0,"50%","10%","50%","80%","job",1,0,0,0,"The files underlying Feature A were corrupted","2_c3","c3","conjunctive",4,"Au","Au=0","Au=0","2",TRUE
"420","ce9nvysjw0",0,"50%","10%","50%","80%","cook",0,1,1,1,"The person wanted to eat the dessert","2_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"421","ce9nvysjw0",0,"10%","70%","80%","50%","group",0,0,0,0,"The second student had had a good morning","3_c1","c1","conjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"422","ce9nvysjw0",0,"10%","70%","80%","50%","job",0,1,0,0,"The files underlying Feature B were fine","3_c2","c2","conjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"423","ce9nvysjw0",0,"10%","50%","80%","50%","group",1,1,1,0,"The second student had had a good morning","1_c5","c5","conjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"424","ce9nvysjw0",0,"10%","50%","80%","50%","group",1,1,1,1,"The second student had had a good morning","1_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"425","colfp2ledk",0,"10%","70%","80%","50%","job",0,1,0,0,"The presenter did not present Feature A","3_c2","c2","conjunctive",2,"A","A","A=0","3",TRUE
"426","colfp2ledk",0,"10%","50%","80%","50%","group",1,0,0,0,"The second student did not attend","1_c3","c3","conjunctive",6,"B","B","B=0","1",TRUE
"427","colfp2ledk",0,"10%","70%","80%","50%","job",1,1,0,1,"The files underlying Feature B were corrupted","3_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"428","colfp2ledk",0,"10%","50%","80%","50%","group",1,0,0,1,"The first student had not had a good morning","1_d4","d4","disjunctive",4,"Au","Au=0","Au=0","1",TRUE
"429","colfp2ledk",0,"10%","70%","80%","50%","cook",0,0,0,1,"The dessert was not on the menu","3_d1","d1","disjunctive",6,"B","B","B=0","3",TRUE
"430","colfp2ledk",0,"10%","70%","80%","50%","job",1,1,0,0,"The files underlying Feature B were corrupted","3_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"431","colfp2ledk",0,"50%","10%","50%","80%","job",1,1,1,0,"The files underlying Feature A were fine","2_c5","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE
"432","colfp2ledk",0,"10%","70%","80%","50%","cook",0,0,0,0,"The main dish was not on the menu","3_c1","c1","conjunctive",2,"A","A","A=0","3",TRUE
"433","cp0ck7e09r",0,"10%","70%","80%","50%","job",1,1,0,0,"The files underlying Feature B were corrupted","3_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"434","cp0ck7e09r",0,"10%","70%","80%","50%","cook",1,0,1,1,"The person wanted to eat the main dish","3_d5","d5","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"435","cp0ck7e09r",0,"10%","70%","80%","50%","group",1,1,1,1,"The second student had had a good morning","3_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"436","cp0ck7e09r",0,"50%","10%","50%","80%","job",0,0,0,1,"The presented did not present Feature B","2_d1","d1","disjunctive",6,"B","B","B=0","2",TRUE
"437","cp0ck7e09r",0,"50%","10%","50%","80%","group",0,0,0,0,"The first student did not attend","2_c1","c1","conjunctive",2,"A","A","A=0","2",TRUE
"438","cp0ck7e09r",0,"10%","50%","80%","50%","job",0,1,1,1,"The files underlying Feature B were fine","1_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"439","cq18z1kuoe",0,"50%","10%","50%","80%","group",1,0,0,1,"The first student had not had a good morning","2_d4","d4","disjunctive",4,"Au","Au=0","Au=0","2",TRUE
"440","cq18z1kuoe",0,"10%","70%","80%","50%","group",1,0,1,1,"The first student had had a good morning","3_d5","d5","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"441","cq18z1kuoe",0,"10%","50%","80%","50%","job",1,1,0,1,"The files underlying Feature A were corrupted","1_d6","d6","disjunctive",4,"Au","Au=0","Au=0","1",TRUE
"442","cq18z1kuoe",0,"10%","70%","80%","50%","job",0,0,0,1,"The presented did not present Feature B","3_d1","d1","disjunctive",6,"B","B","B=0","3",TRUE
"443","cq18z1kuoe",0,"50%","10%","50%","80%","cook",1,0,0,0,"The main dish was not on the menu","2_c3","c3","conjunctive",2,"A","A","A=0","2",FALSE
"444","cq18z1kuoe",0,"10%","50%","80%","50%","job",1,1,1,0,"The presenter presented Feature A","1_c5","c5","conjunctive",1,"A","A","A=1","1",TRUE
"445","cv17drzj93",0,"10%","70%","80%","50%","cook",0,0,0,0,"The main dish was not on the menu","3_c1","c1","conjunctive",2,"A","A","A=0","3",TRUE
"446","cv17drzj93",0,"50%","10%","50%","80%","cook",1,1,0,1,"The person did not want to eat the dessert","2_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"447","cv17drzj93",0,"50%","10%","50%","80%","group",1,1,1,1,"The second student had had a good morning","2_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"448","cv17drzj93",0,"50%","10%","50%","80%","group",0,0,0,1,"The second student did not attend","2_d1","d1","disjunctive",6,"B","B","B=0","2",TRUE
"449","cv17drzj93",0,"10%","70%","80%","50%","cook",0,1,0,1,"The person did not want to eat the dessert","3_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"450","cwxxb463rx",0,"10%","70%","80%","50%","job",0,1,0,1,"The presented presented Feature B","3_d2","d2","disjunctive",5,"B","B","B=1","3",TRUE
"451","cwxxb463rx",0,"10%","70%","80%","50%","job",0,0,0,0,"The presented did not present Feature B","3_c1","c1","conjunctive",6,"B","B","B=0","3",TRUE
"452","cwxxb463rx",0,"10%","70%","80%","50%","job",0,0,0,1,"The presented presented Feature B","3_d1","d1","disjunctive",5,"B","B","B=1","3",FALSE
"453","cwxxb463rx",0,"10%","70%","80%","50%","job",0,1,1,1,"The presented presented Feature B","3_d3","d3","disjunctive",5,"B","B","B=1","3",TRUE
"454","d04994vsau",0,"10%","70%","80%","50%","group",0,1,0,1,"The second student had not had a good morning","3_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"455","d04994vsau",0,"10%","70%","80%","50%","job",1,0,1,1,"The files underlying Feature A were fine","3_d5","d5","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"456","d04994vsau",0,"10%","70%","80%","50%","job",1,0,0,1,"The presenter presented Feature A","3_d4","d4","disjunctive",1,"A","A","A=1","3",TRUE
"457","d04994vsau",0,"10%","70%","80%","50%","job",1,0,0,0,"The presented did not present Feature B","3_c3","c3","conjunctive",6,"B","B","B=0","3",TRUE
"458","d04994vsau",0,"50%","10%","50%","80%","group",0,1,1,1,"The second student had had a good morning","2_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"459","d04994vsau",0,"10%","70%","80%","50%","job",1,1,0,1,"The files underlying Feature B were corrupted","3_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"460","d13qw1gogk",0,"50%","10%","50%","80%","cook",1,0,0,0,"The person did not want to eat the main dish","2_c3","c3","conjunctive",4,"Au","Au=0","Au=0","2",TRUE
"461","d13qw1gogk",0,"10%","70%","80%","50%","job",1,1,1,1,"The files underlying Feature B were fine","3_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"462","d13qw1gogk",0,"50%","10%","50%","80%","job",0,1,0,0,"The files underlying Feature B were fine","2_c2","c2","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"463","d13qw1gogk",0,"10%","70%","80%","50%","group",0,1,0,1,"The first student did not attend","3_d2","d2","disjunctive",2,"A","A","A=0","3",TRUE
"464","d13qw1gogk",0,"50%","10%","50%","80%","group",0,1,1,1,"The second student had had a good morning","2_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"465","d13qw1gogk",0,"50%","10%","50%","80%","group",1,1,0,1,"The second student had not had a good morning","2_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"466","d13qw1gogk",0,"10%","50%","80%","50%","group",1,0,1,1,"The first student had had a good morning","1_d5","d5","disjunctive",3,"Au","Au=1","Au=1","1",TRUE
"467","d6fbj858k7",0,"10%","50%","80%","50%","group",1,1,1,1,"The first student had had a good morning","1_d7","d7","disjunctive",3,"Au","Au=1","Au=1","1",TRUE
"468","d6fbj858k7",0,"10%","70%","80%","50%","cook",0,1,1,1,"The person wanted to eat the dessert","3_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"469","d6fbj858k7",0,"50%","10%","50%","80%","job",1,1,1,0,"The files underlying Feature A were fine","2_c5","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE
"470","d6fbj858k7",0,"10%","70%","80%","50%","cook",0,1,0,1,"The person did not want to eat the dessert","3_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"471","d6fbj858k7",0,"10%","70%","80%","50%","group",1,1,0,1,"The first student had not had a good morning","3_d6","d6","disjunctive",4,"Au","Au=0","Au=0","3",TRUE
"472","d6fbj858k7",0,"10%","70%","80%","50%","cook",1,0,1,1,"The person wanted to eat the main dish","3_d5","d5","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"473","d6fbj858k7",0,"50%","10%","50%","80%","job",1,0,0,1,"The files underlying Feature A were corrupted","2_d4","d4","disjunctive",4,"Au","Au=0","Au=0","2",TRUE
"474","d6fbj858k7",0,"10%","70%","80%","50%","cook",1,1,0,0,"The person did not want to eat the main dish","3_c4","c4","conjunctive",4,"Au","Au=0","Au=0","3",TRUE
"475","d91e1ym0r2",0,"10%","50%","80%","50%","cook",1,1,1,0,"The person wanted to eat the dessert","1_c5","c5","conjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"476","d91e1ym0r2",0,"10%","50%","80%","50%","group",0,1,0,0,"The first student had not had a good morning","1_c2","c2","conjunctive",4,"Au","Au=0","Au=0","1",TRUE
"477","d91e1ym0r2",0,"10%","70%","80%","50%","cook",1,1,0,1,"The dessert was not on the menu","3_d6","d6","disjunctive",6,"B","B","B=0","3",FALSE
"478","d91e1ym0r2",0,"50%","10%","50%","80%","group",1,0,0,0,"The second student did not attend","2_c3","c3","conjunctive",6,"B","B","B=0","2",TRUE
"479","d91e1ym0r2",0,"10%","70%","80%","50%","job",0,0,0,1,"The presented presented Feature B","3_d1","d1","disjunctive",5,"B","B","B=1","3",FALSE
"480","d91e1ym0r2",0,"10%","50%","80%","50%","job",0,1,1,1,"The files underlying Feature B were fine","1_d3","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE
"481","d91e1ym0r2",0,"10%","70%","80%","50%","job",0,0,0,0,"The files underlying Feature B were fine","3_c1","c1","conjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE
"482","dhd1th244t",0,"10%","50%","80%","50%","cook",0,0,0,1,"The main dish was not on the menu","1_d1","d1","disjunctive",2,"A","A","A=0","1",TRUE
"483","dhd1th244t",0,"50%","10%","50%","80%","cook",0,1,0,1,"The person did not want to eat the dessert","2_d2","d2","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"484","dhd1th244t",0,"10%","50%","80%","50%","job",0,0,0,0,"The presented did not present Feature B","1_c1","c1","conjunctive",6,"B","B","B=0","1",TRUE
"485","dhd1th244t",0,"10%","70%","80%","50%","cook",1,1,0,0,"The person wanted to eat the main dish","3_c4","c4","conjunctive",3,"Au","Au=1","Au=1","3",TRUE
"486","dhd1th244t",0,"10%","50%","80%","50%","group",1,0,0,0,"The second student had not had a good morning","1_c3","c3","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"487","dhd1th244t",0,"50%","10%","50%","80%","group",0,1,0,0,"The first student did not attend","2_c2","c2","conjunctive",2,"A","A","A=0","2",TRUE
"488","dhd1th244t",0,"50%","10%","50%","80%","job",1,1,0,1,"The files underlying Feature B were corrupted","2_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"489","dj2m1u3278",0,"10%","70%","80%","50%","cook",1,1,1,1,"The main dish was on the menu","3_d7","d7","disjunctive",1,"A","A","A=1","3",TRUE
"490","dj2m1u3278",0,"50%","10%","50%","80%","group",1,1,0,1,"The second student had not had a good morning","2_d6","d6","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE
"491","dj2m1u3278",0,"50%","10%","50%","80%","cook",0,1,0,0,"The person wanted to eat the main dish","2_c2","c2","conjunctive",3,"Au","Au=1","Au=1","2",TRUE
"492","dj2m1u3278",0,"50%","10%","50%","80%","cook",0,0,0,0,"The person wanted to eat the dessert","2_c1","c1","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
"493","dj2m1u3278",0,"10%","70%","80%","50%","job",1,1,0,0,"The files underlying Feature B were corrupted","3_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"494","dj2m1u3278",0,"10%","70%","80%","50%","job",1,0,0,0,"The files underlying Feature A were corrupted","3_c3","c3","conjunctive",4,"Au","Au=0","Au=0","3",TRUE
"495","dj2m1u3278",0,"10%","50%","80%","50%","group",1,1,1,0,"The first student had had a good morning","1_c5","c5","conjunctive",3,"Au","Au=1","Au=1","1",TRUE
"496","dj2m1u3278",0,"50%","10%","50%","80%","group",0,0,0,1,"The second student did not attend","2_d1","d1","disjunctive",6,"B","B","B=0","2",TRUE
"497","dq9zz4kvh8",0,"10%","70%","80%","50%","cook",1,0,1,1,"The person wanted to eat the main dish","3_d5","d5","disjunctive",3,"Au","Au=1","Au=1","3",TRUE
"498","dq9zz4kvh8",0,"10%","70%","80%","50%","job",0,1,0,0,"The files underlying Feature B were corrupted","3_c2","c2","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE
"499","dq9zz4kvh8",0,"10%","50%","80%","50%","job",1,0,0,0,"The presented did not present Feature B","1_c3","c3","conjunctive",6,"B","B","B=0","1",TRUE
"500","dq9zz4kvh8",0,"10%","50%","80%","50%","job",1,1,0,0,"The files underlying Feature B were corrupted","1_c4","c4","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE
"501","dq9zz4kvh8",0,"50%","10%","50%","80%","cook",1,1,1,1,"The person wanted to eat the dessert","2_d7","d7","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE
