"","subject_id","trial_id","cb","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","trialtype","structure","ans","node","node2","node3","pgroup","include","sampled_variable","Observed"
"372","3gm9ke3sgv","3_c3",0,"10%","70%","80%","50%","job",1,0,0,0,"The presented did not present Feature B","c3","conjunctive",6,"B","B","B=0","3",TRUE,"Bu=0","TRUE"
"373","3gm9ke3sgv","3_d2",1,"80%","50%","10%","70%","cook",1,0,0,1,"The person wanted to eat the dessert","d2","disjunctive",3,"Au","Au=1","Au=1","3",TRUE,"Bu=0","FALSE"
"374","3gm9ke3sgv","3_d3",1,"80%","50%","10%","70%","cook",1,0,1,1,"The person wanted to eat the main dish","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"B=1","FALSE"
"375","3u1tof89rw","1_c1",1,"80%","50%","10%","50%","cook",0,0,0,0,"The dessert was not on the menu","c1","conjunctive",2,"A","A","A=0","1",TRUE,"Au=0","TRUE"
"376","3u1tof89rw","1_d1",0,"10%","50%","80%","50%","cook",0,0,0,1,"The person did not want to eat the dessert","d1","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"B=0","FALSE"
"377","3u1tof89rw","1_d2",1,"80%","50%","10%","50%","group",1,0,0,1,"The first student had not had a good morning","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Bu=0","FALSE"
"378","3u1tof89rw","1_d5",1,"80%","50%","10%","50%","job",0,1,1,1,"The presented presented Feature B","d5","disjunctive",1,"A","A","A=1","1",FALSE,"Au=1","TRUE"
"379","3u1tof89rw","1_d7",1,"80%","50%","10%","50%","cook",1,1,1,1,"The person wanted to eat the dessert","d7","disjunctive",3,"Au","Au=1","Au=1","1",TRUE,"Au=1","FALSE"
"380","3u1tof89rw","2_c2",0,"50%","10%","50%","80%","cook",0,1,0,0,"The main dish was not on the menu","c2","conjunctive",2,"A","A","A=0","2",TRUE,"Au=0","TRUE"
"381","3u1tof89rw","2_c5",0,"50%","10%","50%","80%","job",1,1,1,0,"The files underlying Feature A were fine","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE,"A=1","FALSE"
"382","3u1tof89rw","2_d3",1,"50%","80%","50%","10%","job",1,0,1,1,"The files underlying Feature A were fine","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"A=0","FALSE"
"383","3u1tof89rw","2_d6",1,"50%","80%","50%","10%","cook",1,1,0,1,"The person did not want to eat the main dish","d6","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE,"Bu=0","FALSE"
"384","3u1tof89rw","3_c2",1,"80%","50%","10%","70%","group",1,0,0,0,"The second student did not attend","c2","conjunctive",2,"A","A","A=0","3",FALSE,"B=1","TRUE"
"385","3u1tof89rw","3_c4",1,"80%","50%","10%","70%","group",1,1,0,0,"The first student had not had a good morning","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"Bu=0","FALSE"
"386","3u1tof89rw","3_d4",1,"80%","50%","10%","70%","job",0,1,0,1,"The files underlying Feature B were corrupted","d4","disjunctive",4,"Au","Au=0","Au=0","3",TRUE,"Au=0","FALSE"
"387","3ydky2rvxu","1_c1",1,"80%","50%","10%","50%","group",0,0,0,0,"The second student did not attend","c1","conjunctive",2,"A","A","A=0","1",TRUE,"B=0","TRUE"
"388","3ydky2rvxu","1_c3",0,"10%","50%","80%","50%","group",1,0,0,0,"The second student did not attend","c3","conjunctive",6,"B","B","B=0","1",TRUE,"Au=0","TRUE"
"389","3ydky2rvxu","1_d3",1,"80%","50%","10%","50%","job",1,0,1,1,"The files underlying Feature A were fine","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"Bu=1","FALSE"
"390","3ydky2rvxu","2_c2",0,"50%","10%","50%","80%","group",0,1,0,0,"The first student did not attend","c2","conjunctive",2,"A","A","A=0","2",TRUE,"Au=0","TRUE"
"391","3ydky2rvxu","2_c5",1,"50%","80%","50%","10%","job",1,1,1,0,"The files underlying Feature B were fine","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE,"Au=1","FALSE"
"392","3ydky2rvxu","2_d1",1,"50%","80%","50%","10%","job",0,0,0,1,"The presenter did not present Feature A","d1","disjunctive",6,"B","B","B=0","2",TRUE,"Bu=1","TRUE"
"393","3ydky2rvxu","2_d4",0,"50%","10%","50%","80%","job",1,0,0,1,"The files underlying Feature A were corrupted","d4","disjunctive",4,"Au","Au=0","Au=0","2",TRUE,"Au=0","FALSE"
"394","3ydky2rvxu","3_c4",1,"80%","50%","10%","70%","group",1,1,0,0,"The first student had not had a good morning","c4","conjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"B=1","FALSE"
"395","3ydky2rvxu","3_d2",0,"10%","70%","80%","50%","cook",0,1,0,1,"The person did not want to eat the dessert","d2","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"Bu=0","FALSE"
"396","3ydky2rvxu","3_d3",0,"10%","70%","80%","50%","job",0,1,1,1,"The files underlying Feature B were fine","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"Bu=1","FALSE"
"397","3ydky2rvxu","3_d6",1,"80%","50%","10%","70%","cook",1,1,0,1,"The person did not want to eat the dessert","d6","disjunctive",4,"Au","Au=0","Au=0","3",TRUE,"Bu=0","FALSE"
"398","3ydky2rvxu","3_d7",1,"80%","50%","10%","70%","cook",1,1,1,1,"The person wanted to eat the dessert","d7","disjunctive",3,"Au","Au=1","Au=1","3",TRUE,"Bu=0","FALSE"
"399","4w571nl7z7","1_c1",0,"10%","50%","80%","50%","group",0,0,0,0,"The first student did not attend","c1","conjunctive",2,"A","A","A=0","1",TRUE,"A=0","TRUE"
"400","4w571nl7z7","1_c2",0,"10%","50%","80%","50%","cook",0,1,0,0,"The main dish was not on the menu","c2","conjunctive",2,"A","A","A=0","1",TRUE,"Bu=0","TRUE"
"401","4w571nl7z7","1_c4",0,"10%","50%","80%","50%","group",1,1,0,0,"The second student had not had a good morning","c4","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"A=1","FALSE"
"402","4w571nl7z7","1_d1",1,"80%","50%","10%","50%","group",0,0,0,1,"The first student did not attend","d1","disjunctive",6,"B","B","B=0","1",TRUE,"A=0","TRUE"
"403","4w571nl7z7","1_d3",0,"10%","50%","80%","50%","cook",0,1,1,1,"The person wanted to eat the dessert","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"Bu=1","FALSE"
"404","4w571nl7z7","1_d7",1,"80%","50%","10%","50%","cook",1,1,1,1,"The person wanted to eat the main dish","d7","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"A=1","FALSE"
"405","4w571nl7z7","2_d3",1,"50%","80%","50%","10%","group",1,0,1,1,"The first student had had a good morning","d3","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Bu=1","FALSE"
"406","4w571nl7z7","2_d4",0,"50%","10%","50%","80%","job",1,0,0,1,"The files underlying Feature A were corrupted","d4","disjunctive",4,"Au","Au=0","Au=0","2",TRUE,"A=1","FALSE"
"407","4w571nl7z7","2_d6",1,"50%","80%","50%","10%","job",1,1,0,1,"The files underlying Feature A were corrupted","d6","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE,"Bu=0","FALSE"
"408","4w571nl7z7","3_c3",0,"10%","70%","80%","50%","group",1,0,0,0,"The first student had not had a good morning","c3","conjunctive",4,"Au","Au=0","Au=0","3",TRUE,"B=0","FALSE"
"409","4w571nl7z7","3_c5",1,"80%","50%","10%","70%","cook",1,1,1,0,"The person wanted to eat the dessert","c5","conjunctive",3,"Au","Au=1","Au=1","3",TRUE,"Bu=0","FALSE"
"410","4w571nl7z7","3_d4",1,"80%","50%","10%","70%","job",0,1,0,1,"The files underlying Feature B were corrupted","d4","disjunctive",4,"Au","Au=0","Au=0","3",TRUE,"B=0","FALSE"
"411","50bb0xfjvo","1_c3",1,"80%","50%","10%","50%","cook",0,1,0,0,"The main dish was not on the menu","c3","conjunctive",6,"B","B","B=0","1",FALSE,"Au=1","TRUE"
"412","50bb0xfjvo","1_c4",1,"80%","50%","10%","50%","group",1,1,0,0,"The first student had not had a good morning","c4","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"A=1","FALSE"
"413","50bb0xfjvo","1_d6",1,"80%","50%","10%","50%","group",1,1,0,1,"The first student attended","d6","disjunctive",5,"B","B","B=1","1",TRUE,"Bu=1","TRUE"
"414","50bb0xfjvo","2_c1",1,"50%","80%","50%","10%","cook",0,0,0,0,"The dessert was not on the menu","c1","conjunctive",2,"A","A","A=0","2",TRUE,"Bu=0","TRUE"
"415","50bb0xfjvo","2_c2",1,"50%","80%","50%","10%","job",1,0,0,0,"The presented did not present Feature B","c2","conjunctive",2,"A","A","A=0","2",FALSE,"Au=0","TRUE"
"416","50bb0xfjvo","2_c5",1,"50%","80%","50%","10%","cook",1,1,1,0,"The person wanted to eat the dessert","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE,"A=1","FALSE"
"417","50bb0xfjvo","2_d5",1,"50%","80%","50%","10%","group",0,1,1,1,"The first student had had a good morning","d5","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"B=0","FALSE"
"418","50bb0xfjvo","2_d7",1,"50%","80%","50%","10%","job",1,1,1,1,"The files underlying Feature A were fine","d7","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Bu=1","FALSE"
"419","50bb0xfjvo","3_d1",0,"10%","70%","80%","50%","group",0,0,0,1,"The first student did not attend","d1","disjunctive",2,"A","A","A=0","3",TRUE,"A=0","TRUE"
"420","50bb0xfjvo","3_d3",1,"80%","50%","10%","70%","group",1,0,1,1,"The first student had had a good morning","d3","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"Bu=0","FALSE"
"421","50bb0xfjvo","3_d4",1,"80%","50%","10%","70%","group",0,1,0,1,"The first student had had a good morning","d4","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"Au=0","FALSE"
"425","5ggb94qt8r","1_c1",1,"80%","50%","10%","50%","cook",0,0,0,0,"The dessert was not on the menu","c1","conjunctive",2,"A","A","A=0","1",TRUE,"A=0","TRUE"
"426","5ggb94qt8r","1_c2",0,"10%","50%","80%","50%","job",0,1,0,0,"The presenter did not present Feature A","c2","conjunctive",2,"A","A","A=0","1",TRUE,"Bu=1","TRUE"
"427","5ggb94qt8r","1_c4",1,"80%","50%","10%","50%","group",1,1,0,0,"The first student had not had a good morning","c4","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Bu=0","FALSE"
"428","5ggb94qt8r","1_c5",1,"80%","50%","10%","50%","group",1,1,1,0,"The second student had had a good morning","c5","conjunctive",3,"Au","Au=1","Au=1","1",TRUE,"A=1","FALSE"
"429","5ggb94qt8r","1_d1",1,"80%","50%","10%","50%","cook",0,0,0,1,"The main dish was not on the menu","d1","disjunctive",6,"B","B","B=0","1",TRUE,"Au=0","TRUE"
"430","5ggb94qt8r","1_d4",1,"80%","50%","10%","50%","group",0,1,0,1,"The second student had not had a good morning","d4","disjunctive",4,"Au","Au=0","Au=0","1",TRUE,"Au=0","FALSE"
"431","5ggb94qt8r","2_d2",1,"50%","80%","50%","10%","job",1,0,0,1,"The presented did not present Feature B","d2","disjunctive",2,"A","A","A=0","2",FALSE,"B=1","TRUE"
"432","5ggb94qt8r","2_d6",0,"50%","10%","50%","80%","group",1,1,0,1,"The first student had not had a good morning","d6","disjunctive",4,"Au","Au=0","Au=0","2",TRUE,"Bu=0","FALSE"
"433","5ggb94qt8r","3_c3",0,"10%","70%","80%","50%","cook",1,0,0,0,"The dessert was not on the menu","c3","conjunctive",6,"B","B","B=0","3",TRUE,"Bu=1","TRUE"
"434","5ggb94qt8r","3_d5",0,"10%","70%","80%","50%","job",1,0,1,1,"The presenter presented Feature A","d5","disjunctive",1,"A","A","A=1","3",TRUE,"A=1","TRUE"
"438","5ggb94qt8r","3_d7",0,"10%","70%","80%","50%","group",1,1,1,1,"The first student had had a good morning","d7","disjunctive",3,"Au","Au=1","Au=1","3",TRUE,"Au=1","FALSE"
"439","5k88yf1udx","1_c5",1,"80%","50%","10%","50%","job",1,1,1,0,"The files underlying Feature B were fine","c5","conjunctive",3,"Au","Au=1","Au=1","1",TRUE,"B=1","FALSE"
"440","5k88yf1udx","1_d1",0,"10%","50%","80%","50%","cook",0,0,0,1,"The dessert was not on the menu","d1","disjunctive",6,"B","B","B=0","1",TRUE,"Au=1","TRUE"
"441","5k88yf1udx","1_d3",1,"80%","50%","10%","50%","job",1,0,1,1,"The presented presented Feature B","d3","disjunctive",1,"A","A","A=1","1",TRUE,"Bu=1","TRUE"
"442","5k88yf1udx","1_d4",0,"10%","50%","80%","50%","cook",1,0,0,1,"The person did not want to eat the main dish","d4","disjunctive",4,"Au","Au=0","Au=0","1",TRUE,"B=0","FALSE"
"446","5k88yf1udx","2_c1",1,"50%","80%","50%","10%","job",0,0,0,0,"The presenter did not present Feature A","c1","conjunctive",6,"B","B","B=0","2",TRUE,"Au=0","TRUE"
"447","5k88yf1udx","2_c2",0,"50%","10%","50%","80%","job",0,1,0,0,"The presenter did not present Feature A","c2","conjunctive",2,"A","A","A=0","2",TRUE,"Au=0","TRUE"
"448","5k88yf1udx","2_c2",0,"50%","10%","50%","80%","job",0,1,0,0,"The presenter did not present Feature A","c2","conjunctive",2,"A","A","A=0","2",TRUE,"Bu=0","TRUE"
"451","5k88yf1udx","2_c4",1,"50%","80%","50%","10%","group",1,1,0,0,"The second student had not had a good morning","c4","conjunctive",4,"Au","Au=0","Au=0","2",TRUE,"Au=0","FALSE"
"452","5k88yf1udx","3_d5",1,"80%","50%","10%","70%","group",0,1,1,1,"The second student had had a good morning","d5","disjunctive",3,"Au","Au=1","Au=1","3",TRUE,"Au=1","FALSE"
"453","5k88yf1udx","3_d6",1,"80%","50%","10%","70%","cook",1,1,0,1,"The person did not want to eat the dessert","d6","disjunctive",4,"Au","Au=0","Au=0","3",TRUE,"Au=0","FALSE"
"454","5k88yf1udx","3_d7",0,"10%","70%","80%","50%","group",1,1,1,1,"The first student had had a good morning","d7","disjunctive",3,"Au","Au=1","Au=1","3",TRUE,"Au=1","FALSE"
"455","5kl47l8yg2","1_c4",1,"80%","50%","10%","50%","group",1,1,0,0,"The first student attended","c4","conjunctive",5,"B","B","B=1","1",TRUE,"Au=0","TRUE"
"456","5kl47l8yg2","1_d1",1,"80%","50%","10%","50%","cook",0,0,0,1,"The person did not want to eat the main dish","d1","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"B=0","FALSE"
"457","5kl47l8yg2","1_d4",1,"80%","50%","10%","50%","group",0,1,0,1,"The first student did not attend","d4","disjunctive",6,"B","B","B=0","1",FALSE,"Bu=1","TRUE"
"458","5kl47l8yg2","1_d7",1,"80%","50%","10%","50%","group",1,1,1,1,"The first student had had a good morning","d7","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"Au=1","FALSE"
"459","5kl47l8yg2","2_c5",0,"50%","10%","50%","80%","cook",1,1,1,0,"The person wanted to eat the dessert","c5","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"B=1","FALSE"
"460","5kl47l8yg2","2_d4",0,"50%","10%","50%","80%","cook",1,0,0,1,"The person did not want to eat the main dish","d4","disjunctive",4,"Au","Au=0","Au=0","2",TRUE,"B=1","FALSE"
"461","5kl47l8yg2","2_d5",0,"50%","10%","50%","80%","cook",1,0,1,1,"The main dish was on the menu","d5","disjunctive",1,"A","A","A=1","2",TRUE,"Au=1","TRUE"
"462","5kl47l8yg2","2_d6",1,"50%","80%","50%","10%","cook",1,1,0,1,"The person did not want to eat the main dish","d6","disjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE,"Au=1","FALSE"
"463","5kl47l8yg2","3_c1",0,"10%","70%","80%","50%","cook",0,0,0,0,"The person did not want to eat the main dish","c1","conjunctive",4,"Au","Au=0","Au=0","3",TRUE,"B=0","FALSE"
"464","5kl47l8yg2","3_c2",1,"80%","50%","10%","70%","job",1,0,0,0,"The presented did not present Feature B","c2","conjunctive",2,"A","A","A=0","3",FALSE,"A=0","TRUE"
"465","5kl47l8yg2","3_c2",1,"80%","50%","10%","70%","job",1,0,0,0,"The presented did not present Feature B","c2","conjunctive",2,"A","A","A=0","3",FALSE,"Au=0","TRUE"
"468","5kl47l8yg2","3_d3",0,"10%","70%","80%","50%","job",0,1,1,1,"The presenter did not present Feature A","d3","disjunctive",2,"A","A","A=0","3",TRUE,"Bu=0","TRUE"
"469","5ohydra7a5","1_c4",0,"10%","50%","80%","50%","group",1,1,0,0,"The second student had had a good morning","c4","conjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"Au=0","FALSE"
"470","5ohydra7a5","1_d4",1,"80%","50%","10%","50%","job",0,1,0,1,"The files underlying Feature B were fine","d4","disjunctive",3,"Au","Au=1","Au=1","1",TRUE,"B=0","FALSE"
"471","5ohydra7a5","1_d5",1,"80%","50%","10%","50%","group",0,1,1,1,"The second student had had a good morning","d5","disjunctive",3,"Au","Au=1","Au=1","1",TRUE,"Au=0","FALSE"
"472","5ohydra7a5","1_d5",1,"80%","50%","10%","50%","group",0,1,1,1,"The second student had had a good morning","d5","disjunctive",3,"Au","Au=1","Au=1","1",TRUE,"A=0","FALSE"
"475","5ohydra7a5","2_c1",0,"50%","10%","50%","80%","group",0,0,0,0,"The first student had had a good morning","c1","conjunctive",3,"Au","Au=1","Au=1","2",TRUE,"A=0","FALSE"
"476","5ohydra7a5","2_c2",1,"50%","80%","50%","10%","job",1,0,0,0,"The files underlying Feature B were fine","c2","conjunctive",3,"Au","Au=1","Au=1","2",TRUE,"Bu=1","FALSE"
"477","5ohydra7a5","2_c3",1,"50%","80%","50%","10%","cook",0,1,0,0,"The person wanted to eat the main dish","c3","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"A=1","FALSE"
"478","5ohydra7a5","2_c5",0,"50%","10%","50%","80%","group",1,1,1,0,"The second student had not had a good morning","c5","conjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE,"Au=1","FALSE"
"479","5ohydra7a5","2_d2",1,"50%","80%","50%","10%","job",1,0,0,1,"The files underlying Feature A were fine","d2","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Bu=1","FALSE"
"480","5ohydra7a5","3_d1",0,"10%","70%","80%","50%","cook",0,0,0,1,"The person did not want to eat the main dish","d1","disjunctive",4,"Au","Au=0","Au=0","3",TRUE,"A=0","FALSE"
"481","5ohydra7a5","3_d6",1,"80%","50%","10%","70%","cook",1,1,0,1,"The dessert was on the menu","d6","disjunctive",1,"A","A","A=1","3",TRUE,"Au=0","TRUE"
"482","5ohydra7a5","3_d7",1,"80%","50%","10%","70%","group",1,1,1,1,"The first student had not had a good morning","d7","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"A=1","FALSE"
"483","5ws699jqq5","1_c4",1,"80%","50%","10%","50%","group",1,1,0,0,"The first student had had a good morning","c4","conjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"Au=0","FALSE"
"484","5ws699jqq5","1_d3",0,"10%","50%","80%","50%","job",0,1,1,1,"The presenter presented Feature A","d3","disjunctive",1,"A","A","A=1","1",FALSE,"Bu=1","TRUE"
"485","5ws699jqq5","1_d4",0,"10%","50%","80%","50%","job",1,0,0,1,"The presenter presented Feature A","d4","disjunctive",1,"A","A","A=1","1",TRUE,"Au=0","TRUE"
"486","5ws699jqq5","1_d6",0,"10%","50%","80%","50%","group",1,1,0,1,"The first student attended","d6","disjunctive",1,"A","A","A=1","1",TRUE,"A=0","TRUE"
"487","5ws699jqq5","2_c2",0,"50%","10%","50%","80%","cook",0,1,0,0,"The person wanted to eat the dessert","c2","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Au=1","FALSE"
"488","5ws699jqq5","2_c5",1,"50%","80%","50%","10%","cook",1,1,1,0,"The person wanted to eat the dessert","c5","conjunctive",3,"Au","Au=1","Au=1","2",TRUE,"B=1","FALSE"
"489","5ws699jqq5","2_d4",1,"50%","80%","50%","10%","cook",0,1,0,1,"The person wanted to eat the dessert","d4","disjunctive",3,"Au","Au=1","Au=1","2",TRUE,"B=0","FALSE"
"490","5ws699jqq5","3_c1",1,"80%","50%","10%","70%","group",0,0,0,0,"The second student had had a good morning","c1","conjunctive",3,"Au","Au=1","Au=1","3",TRUE,"B=0","FALSE"
"491","5ws699jqq5","3_c3",0,"10%","70%","80%","50%","job",1,0,0,0,"The presenter presented Feature A","c3","conjunctive",1,"A","A","A=1","3",TRUE,"B=0","TRUE"
"492","5ws699jqq5","3_d1",0,"10%","70%","80%","50%","cook",0,0,0,1,"The person wanted to eat the dessert","d1","disjunctive",7,"Bu","Bu=1","Bu=1","3",TRUE,"B=0","FALSE"
"493","5ws699jqq5","3_d3",1,"80%","50%","10%","70%","job",1,0,1,1,"The presenter presented Feature A","d3","disjunctive",5,"B","B","B=1","3",FALSE,"B=1","TRUE"
"494","5ws699jqq5","3_d7",1,"80%","50%","10%","70%","group",1,1,1,1,"The first student had not had a good morning","d7","disjunctive",8,"Bu","Bu=0","Bu=0","3",TRUE,"Bu=1","FALSE"
"495","5zf64glw65","1_c3",0,"10%","50%","80%","50%","job",1,0,0,0,"The files underlying Feature A were corrupted","c3","conjunctive",4,"Au","Au=0","Au=0","1",TRUE,"Bu=1","FALSE"
"496","5zf64glw65","1_c4",0,"10%","50%","80%","50%","job",1,1,0,0,"The files underlying Feature B were corrupted","c4","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"A=1","FALSE"
"497","5zf64glw65","1_d2",1,"80%","50%","10%","50%","job",1,0,0,1,"The files underlying Feature A were corrupted","d2","disjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Bu=0","FALSE"
"498","5zf64glw65","1_d3",0,"10%","50%","80%","50%","group",0,1,1,1,"The second student had had a good morning","d3","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"Bu=1","FALSE"
"499","5zf64glw65","1_d7",0,"10%","50%","80%","50%","job",1,1,1,1,"The files underlying Feature B were fine","d7","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"A=1","FALSE"
"500","5zf64glw65","2_c1",1,"50%","80%","50%","10%","cook",0,0,0,0,"The person did not want to eat the main dish","c1","conjunctive",8,"Bu","Bu=0","Bu=0","2",TRUE,"Bu=1","FALSE"
"501","5zf64glw65","2_c3",1,"50%","80%","50%","10%","group",0,1,0,0,"The second student had not had a good morning","c3","conjunctive",4,"Au","Au=0","Au=0","2",TRUE,"B=0","FALSE"
"502","5zf64glw65","2_c5",1,"50%","80%","50%","10%","group",1,1,1,0,"The first student attended","c5","conjunctive",5,"B","B","B=1","2",TRUE,"Bu=1","TRUE"
"503","5zf64glw65","2_d1",1,"50%","80%","50%","10%","group",0,0,0,1,"The first student did not attend","d1","disjunctive",6,"B","B","B=0","2",TRUE,"Au=0","TRUE"
"504","5zf64glw65","2_d4",1,"50%","80%","50%","10%","job",0,1,0,1,"The presented presented Feature B","d4","disjunctive",1,"A","A","A=1","2",FALSE,"Au=0","TRUE"
"505","5zf64glw65","2_d5",0,"50%","10%","50%","80%","group",1,0,1,1,"The second student did not attend","d5","disjunctive",6,"B","B","B=0","2",TRUE,"Au=1","TRUE"
"506","5zf64glw65","2_d6",1,"50%","80%","50%","10%","cook",1,1,0,1,"The person did not want to eat the dessert","d6","disjunctive",4,"Au","Au=0","Au=0","2",TRUE,"Bu=0","FALSE"
"507","66qd64cqw7","1_c1",1,"80%","50%","10%","50%","group",0,0,0,0,"The first student attended","c1","conjunctive",5,"B","B","B=1","1",FALSE,"Bu=1","TRUE"
"508","66qd64cqw7","1_c4",0,"10%","50%","80%","50%","group",1,1,0,0,"The second student attended","c4","conjunctive",5,"B","B","B=1","1",TRUE,"Au=0","TRUE"
"509","66qd64cqw7","1_c5",0,"10%","50%","80%","50%","cook",1,1,1,0,"The dessert was on the menu","c5","conjunctive",5,"B","B","B=1","1",TRUE,"Bu=1","TRUE"
"510","66qd64cqw7","1_d1",1,"80%","50%","10%","50%","cook",0,0,0,1,"The main dish was not on the menu","d1","disjunctive",6,"B","B","B=0","1",TRUE,"B=1","TRUE"
"511","66qd64cqw7","1_d2",1,"80%","50%","10%","50%","group",1,0,0,1,"The first student did not attend","d2","disjunctive",6,"B","B","B=0","1",TRUE,"Bu=0","TRUE"
"512","66qd64cqw7","2_c2",0,"50%","10%","50%","80%","group",0,1,0,0,"The first student did not attend","c2","conjunctive",2,"A","A","A=0","2",TRUE,"Au=1","TRUE"
"513","66qd64cqw7","2_c3",0,"50%","10%","50%","80%","group",1,0,0,0,"The first student attended","c3","conjunctive",1,"A","A","A=1","2",TRUE,"Bu=0","TRUE"
"514","66qd64cqw7","2_d2",0,"50%","10%","50%","80%","job",0,1,0,1,"The presenter did not present Feature A","d2","disjunctive",2,"A","A","A=0","2",TRUE,"Au=1","TRUE"
"515","66qd64cqw7","2_d5",0,"50%","10%","50%","80%","group",1,0,1,1,"The first student attended","d5","disjunctive",1,"A","A","A=1","2",TRUE,"Au=1","TRUE"
"519","66qd64cqw7","2_d6",0,"50%","10%","50%","80%","group",1,1,0,1,"The first student did not attend","d6","disjunctive",2,"A","A","A=0","2",FALSE,"Bu=1","TRUE"
"520","66qd64cqw7","2_d7",1,"50%","80%","50%","10%","job",1,1,1,1,"The presenter presented Feature A","d7","disjunctive",5,"B","B","B=1","2",TRUE,"B=1","TRUE"
"521","6829pjerkl","1_c3",1,"80%","50%","10%","50%","job",0,1,0,0,"The files underlying Feature A were corrupted","c3","conjunctive",8,"Bu","Bu=0","Bu=0","1",TRUE,"Bu=0","FALSE"
"522","6829pjerkl","1_c4",0,"10%","50%","80%","50%","job",1,1,0,0,"The files underlying Feature A were corrupted","c4","conjunctive",4,"Au","Au=0","Au=0","1",TRUE,"Au=0","FALSE"
"523","6829pjerkl","1_d1",0,"10%","50%","80%","50%","group",0,0,0,1,"The first student had not had a good morning","d1","disjunctive",4,"Au","Au=0","Au=0","1",TRUE,"B=0","FALSE"
"524","6829pjerkl","1_d2",1,"80%","50%","10%","50%","cook",1,0,0,1,"The person wanted to eat the main dish","d2","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"Bu=0","FALSE"
"525","6829pjerkl","1_d5",1,"80%","50%","10%","50%","job",0,1,1,1,"The presented presented Feature B","d5","disjunctive",1,"A","A","A=1","1",FALSE,"A=1","TRUE"
"526","6829pjerkl","1_d7",0,"10%","50%","80%","50%","job",1,1,1,1,"The files underlying Feature B were fine","d7","disjunctive",7,"Bu","Bu=1","Bu=1","1",TRUE,"Bu=1","FALSE"
"527","6829pjerkl","2_c1",0,"50%","10%","50%","80%","cook",0,0,0,0,"The person wanted to eat the dessert","c1","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"Bu=1","FALSE"
"528","6829pjerkl","2_c3",0,"50%","10%","50%","80%","cook",1,0,0,0,"The person wanted to eat the dessert","c3","conjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"A=1","FALSE"
"529","6829pjerkl","2_c5",0,"50%","10%","50%","80%","job",1,1,1,0,"The files underlying Feature A were corrupted","c5","conjunctive",4,"Au","Au=0","Au=0","2",TRUE,"A=1","FALSE"
"530","6829pjerkl","2_d2",0,"50%","10%","50%","80%","group",0,1,0,1,"The second student had had a good morning","d2","disjunctive",7,"Bu","Bu=1","Bu=1","2",TRUE,"A=1","FALSE"
"531","6829pjerkl","2_d5",0,"50%","10%","50%","80%","cook",1,0,1,1,"The person wanted to eat the main dish","d5","disjunctive",3,"Au","Au=1","Au=1","2",TRUE,"Au=1","FALSE"
